StrainNumber1	StrainNumber2	ANIb	Formula 2: DDH
CSID_3015183679	CIP111047-9716	91.91	46.7
CSID_3015183679	CIP111048-9716	80.09	23.7
CSID_3015183679	CIP111067	98.14	84.7
CSID_3015183679	CIP60-58	98.16	84.9
CSID_3015183679	CIP80-33	80.07	23.7
CSID_3015183679	CSID_3000515919	79.96	23.7
CSID_3015183679	CSID_3000516074	97.97	83.4
CSID_3015183679	CSID_3000516135	89.46	38.7
CSID_3015183679	CSID_3000516359	80	23.7
CSID_3015183679	CSID_3000516464	91.87	46.4
CSID_3015183679	CSID_3000516465	79.94	23.7
CSID_3015183679	CSID_3000516535	79.95	23.6
CSID_3015183679	CSID_3000516589	91.26	44.6
CSID_3015183679	CSID_3000516810	98.13	84.7
CSID_3015183679	CSID_3000516977	79.89	23.6
CSID_3015183679	CSID_3000516978	97.48	79
CSID_3015183679	CSID_3000516998	91.78	46.5
CSID_3015183679	CSID_3000517066	97.52	79.2
CSID_3015183679	CSID_3000517120	91.64	46.2
CSID_3015183679	CSID_3015183678	98.32	85.5
CSID_3015183679	CSID_3015183680	98.28	85.9
CSID_3015183679	CSID_3015183685	91.31	44.6
CSID_3015183679	CSID_3015183686	98.03	84.1
CSID_3015183679	DSM_14571	91.72	46.2
CSID_3015183679	DSM_23781	97.92	83.5
CSID_3015183679	E6809	97.76	81.7
CSID_3015183679	EM-CHUV	91.96	47.1
CSID_3015183679	Endophthalmitis	97.38	78.2
CSID_3015183679	F3201	97.53	79.6
CSID_3015183679	F3543	98.06	84.4
CSID_3015183679	F8124	89.89	40.3
CSID_3015183679	FMS-007	98.12	85
CSID_3015183679	G0146	91.28	44.6
CSID_3015183679	G0153	91.31	44.6
CSID_3015183679	G4070	89.8	40.2
CSID_3015183679	G4071	91.87	46.8
CSID_3015183679	G4074	91.87	46.7
CSID_3015183679	G4075	91.24	44.6
CSID_3015183679	G4076	79.88	23.6
CSID_3015183679	G4120	80	23.7
CSID_3015183679	G4121	91.87	46.7
CSID_3015183679	G4122	89.45	38.7
CSID_3015183679	G4123	89.5	39
CSID_3015183679	JM-87	97.54	79.8
CSID_3015183679	KC1913	79.88	23.6
CSID_3015183679	NUH4	98.42	86.6
CSID_3015183679	NUH6	98.03	84.7
CSID_3015183679	NUHP1	98.42	86.7
CSID_3015183679	PW2809	98.12	84.5
CSID_3015183679	R26	97.92	83.5
CSID_3015183679	V0378064	98.18	84.7
CSID_3015183680	0422	98.03	84.2
CSID_3015183680	3375	97.93	83.9
CSID_3015183680	502	97.69	81.7
CSID_3015183680	ATCC_13253	79.98	23.6
CSID_3015183680	ATCC_33958	91.32	44.7
CSID_3015183680	B2D	97.45	78.1
CSID_3015183680	BM10	91.21	44.6
CSID_3015183680	C1558	89.29	38.5
CSID_3015183680	CIP108653	91.75	46.5
CSID_3015183680	CIP108654	97.91	83
CSID_3015183680	CIP111046-9716	97.35	78.3
CSID_3015183680	CIP111047-9716	91.73	46.6
CSID_3015183680	CIP111048-9716	79.95	23.5
CSID_3015183680	CIP111067	98.08	83.8
CSID_3015183680	CIP60-58	98.03	84.2
CSID_3015183680	CIP80-33	79.96	23.7
CSID_3015183680	CSID_3000515919	79.94	23.6
CSID_3015183680	CSID_3000516074	97.92	83.1
CSID_3015183680	CSID_3000516135	89.32	38.4
CSID_3015183680	CSID_3000516359	79.99	23.6
CSID_3015183680	CSID_3000516464	91.79	46.6
CSID_3015183680	CSID_3000516465	79.95	23.5
CSID_3015183680	CSID_3000516535	79.85	23.5
CSID_3015183680	CSID_3000516589	91.33	44.8
CSID_3015183680	CSID_3000516810	98.13	84.3
CSID_3015183680	CSID_3000516977	80	23.6
CSID_3015183680	CSID_3000516978	97.33	78.4
CSID_3015183680	CSID_3000516998	91.6	46.4
CSID_3015183680	CSID_3000517066	97.42	78
CSID_3015183680	CSID_3000517120	91.74	46.3
CSID_3015183680	CSID_3015183678	98.26	85.8
CSID_3015183680	CSID_3015183679	98.32	85.9
CSID_3015183680	CSID_3015183685	91.32	44.9
CSID_3015183680	CSID_3015183686	97.81	83
CSID_3015183680	DSM_14571	91.79	46.3
CSID_3015183680	DSM_23781	97.98	83.5
CSID_3015183680	E6809	97.74	81.6
CSID_3015183680	EM-CHUV	91.86	47.2
CSID_3015183680	Endophthalmitis	97.33	77.2
CSID_3015183680	F3201	97.25	77.8
CSID_3015183680	F3543	97.98	84.1
CSID_3015183680	F8124	89.76	40
CSID_3015183680	FMS-007	98.01	83.7
CSID_3015183680	G0146	91.29	44.6
CSID_3015183680	G0153	91.33	44.8
CSID_3015183680	G4070	89.73	39.8
CSID_3015183680	G4071	91.76	46.6
CSID_3015183680	G4074	91.75	46.6
CSID_3015183680	G4075	91.26	44.7
CSID_3015183680	G4076	79.99	23.6
CSID_3015183680	G4120	79.93	23.5
CSID_3015183680	G4121	91.71	46.6
CSID_3015183680	G4122	89.42	38.6
CSID_3015183680	G4123	89.37	39
CSID_3015183680	JM-87	97.3	78.5
CSID_3015183680	KC1913	79.97	23.6
CSID_3015183680	NUH4	98.36	86.7
CSID_3015183680	NUH6	97.78	83.5
CSID_3015183680	NUHP1	98.35	86.8
CSID_3015183680	PW2809	98	83.8
CSID_3015183680	R26	97.96	83.5
CSID_3015183680	V0378064	97.9	82.9
CSID_3015183685	0422	91.04	44.5
CSID_3015183685	3375	90.93	44.4
CSID_3015183685	502	91.18	44.7
CSID_3015183685	ATCC_13253	79.92	23.6
CSID_3015183685	ATCC_33958	97.49	80.8
CSID_3015183685	B2D	91.26	44.5
CSID_3015183685	BM10	96.37	72.3
CSID_3015183685	C1558	90.55	42.7
CSID_3015183685	CIP108653	92.78	51
CSID_3015183685	CIP108654	91.28	45
CSID_3015183685	CIP111046-9716	90.98	44.3
CSID_3015183685	CIP111047-9716	92.63	50.5
CSID_3015183685	CIP111048-9716	79.84	23.6
CSID_3015183685	CIP111067	91.24	44.5
CSID_3015183685	CIP60-58	91.06	44.5
CSID_3015183685	CIP80-33	79.69	23.6
CSID_3015183685	CSID_3000515919	79.91	23.6
CSID_3015183685	CSID_3000516074	91.01	44.5
CSID_3015183685	CSID_3000516135	90.65	43
CSID_3015183685	CSID_3000516359	79.84	23.6
CSID_3015183685	CSID_3000516464	92.77	51.5
CSID_3015183685	CSID_3000516465	79.84	23.6
CSID_3015183685	CSID_3000516535	79.76	23.5
CSID_3015183685	CSID_3000516589	97.94	85.4
CSID_3015183685	CSID_3000516810	91.29	44.7
CSID_3015183685	CSID_3000516977	79.86	23.5
CSID_3015183685	CSID_3000516978	91.12	44.3
CSID_3015183685	CSID_3000516998	92.71	50.9
CSID_3015183685	CSID_3000517066	91.2	44.5
CSID_3015183685	CSID_3000517120	92.44	50.8
CSID_3015183685	CSID_3015183678	90.92	44.6
CSID_3015183685	CSID_3015183679	91.22	44.6
CSID_3015183685	CSID_3015183680	90.96	44.9
CSID_3015183685	CSID_3015183686	90.9	44.7
CSID_3015183685	DSM_14571	92.94	51.8
CSID_3015183685	DSM_23781	91.2	44.7
CSID_3015183685	E6809	91.03	44.7
CSID_3015183685	EM-CHUV	92.76	51.3
CSID_3015183685	Endophthalmitis	91.12	44.1
CSID_3015183685	F3201	90.94	44.3
CSID_3015183685	F3543	91.07	44.8
CSID_3015183685	F8124	90.36	42.4
CSID_3015183685	FMS-007	90.98	44.7
CSID_3015183685	G0146	97.51	81.5
CSID_3015183685	G0153	99.28	97.5
CSID_3015183685	G4070	90.46	42.4
CSID_3015183685	G4071	92.95	51.3
CSID_3015183685	G4074	92.61	50.2
CSID_3015183685	G4075	97.44	81.7
CSID_3015183685	G4076	79.92	23.6
CSID_3015183685	G4120	79.83	23.6
CSID_3015183685	G4121	92.62	50.5
CSID_3015183685	G4122	90.85	43.5
CSID_3015183685	G4123	90.86	43.7
CSID_3015183685	JM-87	91.04	44.7
CSID_3015183685	KC1913	79.93	23.6
CSID_3015183685	NUH4	91.31	45.1
CSID_3015183685	NUH6	90.86	44.8
CSID_3015183685	NUHP1	90.82	44.2
CSID_3015183685	PW2809	90.91	44.2
CSID_3015183685	R26	91.19	44.6
CSID_3015183685	V0378064	91.18	44.8
CSID_3015183686	0422	97.44	83.4
CSID_3015183686	3375	97.77	83.7
CSID_3015183686	502	97.18	80.9
CSID_3015183686	ATCC_13253	79.97	23.6
CSID_3015183686	ATCC_33958	91.08	44.5
CSID_3015183686	B2D	97.1	78.1
CSID_3015183686	BM10	91.1	45
CSID_3015183686	C1558	88.95	38.4
CSID_3015183686	CIP108653	91.56	46.8
CSID_3015183686	CIP108654	97.66	82.2
CSID_3015183686	CIP111046-9716	96.84	77.5
CSID_3015183686	CIP111047-9716	91.71	46.7
CSID_3015183686	CIP111048-9716	79.78	23.5
CSID_3015183686	CIP111067	97.74	83.1
CSID_3015183686	CIP60-58	97.43	83.4
CSID_3015183686	CIP80-33	79.74	23.7
CSID_3015183686	CSID_3000515919	79.97	23.7
CSID_3015183686	CSID_3000516074	97.64	82.1
CSID_3015183686	CSID_3000516135	89.08	38.6
CSID_3015183686	CSID_3000516359	79.91	23.6
CSID_3015183686	CSID_3000516464	91.62	47.1
CSID_3015183686	CSID_3000516465	79.84	23.5
CSID_3015183686	CSID_3000516535	80.58	24.6
CSID_3015183686	CSID_3000516589	91.18	44.9
CSID_3015183686	CSID_3000516810	97.8	83.9
CSID_3015183686	CSID_3000516977	79.95	23.6
CSID_3015183686	CSID_3000516978	97.12	78.1
CSID_3015183686	CSID_3000516998	91.62	47
CSID_3015183686	CSID_3000517066	96.9	77.2
CSID_3015183686	CSID_3000517120	91.58	47.2
CSID_3015183686	CSID_3015183678	97.55	81.5
CSID_3015183686	CSID_3015183679	97.94	84.1
CSID_3015183686	CSID_3015183680	97.51	83
CSID_3015183686	CSID_3015183685	90.99	44.7
CSID_3015183686	DSM_14571	91.66	46.6
CSID_3015183686	DSM_23781	97.62	83.1
CSID_3015183686	E6809	97.44	82.3
CSID_3015183686	EM-CHUV	91.7	47
CSID_3015183686	Endophthalmitis	96.92	76.7
CSID_3015183686	F3201	96.74	77.9
CSID_3015183686	F3543	98.02	85.9
CSID_3015183686	F8124	89.58	40.2
CSID_3015183686	FMS-007	97.55	84.3
CSID_3015183686	G0146	90.98	44.6
CSID_3015183686	G0153	91.04	44.9
CSID_3015183686	G4070	89.86	40.4
CSID_3015183686	G4071	91.74	47
CSID_3015183686	G4074	91.74	47
CSID_3015183686	G4075	91	44.7
CSID_3015183686	G4076	79.97	23.6
CSID_3015183686	G4120	79.83	23.5
CSID_3015183686	G4121	91.74	47.1
CSID_3015183686	G4122	89.2	38.7
CSID_3015183686	G4123	89.21	39
CSID_3015183686	JM-87	96.67	78.3
CSID_3015183686	KC1913	79.97	23.6
CSID_3015183686	NUH4	97.41	82.1
CSID_3015183686	NUH6	98.82	94.3
CSID_3015183686	NUHP1	97.35	80.9
CSID_3015183686	PW2809	97.49	82.1
CSID_3015183686	R26	97.64	83
CSID_3015183686	V0378064	97.61	83.3
DSM_14571	0422	91.7	46.3
DSM_14571	3375	91.77	46.3
DSM_14571	502	91.63	45.9
DSM_14571	ATCC_13253	79.86	23.7
DSM_14571	ATCC_33958	93.13	52
DSM_14571	B2D	91.61	45.5
DSM_14571	BM10	93.03	52
DSM_14571	C1558	90.45	42
DSM_14571	CIP108653	98.35	86.9
DSM_14571	CIP108654	91.85	46.3
DSM_14571	CIP111046-9716	91.62	45.4
DSM_14571	CIP111047-9716	96.09	69.6
DSM_14571	CIP111048-9716	79.85	23.7
DSM_14571	CIP111067	91.82	46.5
DSM_14571	CIP60-58	91.69	46.3
DSM_14571	CIP80-33	79.96	23.8
DSM_14571	CSID_3000515919	79.74	23.7
DSM_14571	CSID_3000516074	91.81	46.3
DSM_14571	CSID_3000516135	90.58	42.3
DSM_14571	CSID_3000516359	79.87	23.7
DSM_14571	CSID_3000516464	96.25	70
DSM_14571	CSID_3000516465	79.83	23.7
DSM_14571	CSID_3000516535	79.79	23.7
DSM_14571	CSID_3000516589	92.94	51.4
DSM_14571	CSID_3000516810	91.9	46.7
DSM_14571	CSID_3000516977	79.85	23.7
DSM_14571	CSID_3000516978	91.54	45.4
DSM_14571	CSID_3000516998	96.26	70
DSM_14571	CSID_3000517066	91.62	45.5
DSM_14571	CSID_3000517120	98.18	84.9
DSM_14571	CSID_3015183678	91.79	46.3
DSM_14571	CSID_3015183679	91.74	46.2
DSM_14571	CSID_3015183680	91.82	46.3
DSM_14571	CSID_3015183685	93.03	51.8
DSM_14571	CSID_3015183686	91.76	46.6
DSM_14571	DSM_23781	91.76	46.3
DSM_14571	E6809	91.93	46.8
DSM_14571	EM-CHUV	95.96	67.1
DSM_14571	Endophthalmitis	91.51	45.2
DSM_14571	F3201	91.4	45.2
DSM_14571	F3543	91.78	46.3
DSM_14571	F8124	90.69	42.8
DSM_14571	FMS-007	91.8	46.3
DSM_14571	G0146	93.12	52
DSM_14571	G0153	92.93	51.7
DSM_14571	G4070	90.69	42.7
DSM_14571	G4071	96.14	69.9
DSM_14571	G4074	96.23	69.9
DSM_14571	G4075	93.13	52
DSM_14571	G4076	79.86	23.8
DSM_14571	G4120	79.81	23.7
DSM_14571	G4121	96.15	69.9
DSM_14571	G4122	90.61	42.4
DSM_14571	G4123	90.71	42.8
DSM_14571	JM-87	91.46	45.3
DSM_14571	KC1913	79.86	23.7
DSM_14571	NUH4	91.71	46
DSM_14571	NUH6	91.59	46.3
DSM_14571	NUHP1	91.68	46.1
DSM_14571	PW2809	91.69	46.2
DSM_14571	R26	91.76	46.3
DSM_14571	V0378064	91.8	46.1
DSM_23781	0422	97.99	84.6
DSM_23781	3375	98.01	84.1
DSM_23781	502	97.51	81
DSM_23781	ATCC_13253	79.94	23.6
DSM_23781	ATCC_33958	91.22	45
DSM_23781	B2D	97.38	79
DSM_23781	BM10	91.06	44.6
DSM_23781	C1558	89.03	38.8
DSM_23781	CIP108653	91.77	46.6
DSM_23781	CIP108654	97.58	82.8
DSM_23781	CIP111046-9716	97.44	79
DSM_23781	CIP111047-9716	91.91	46.8
DSM_23781	CIP111048-9716	79.89	23.6
DSM_23781	CIP111067	98.43	86.7
DSM_23781	CIP60-58	97.98	84.6
DSM_23781	CIP80-33	80.02	23.7
DSM_23781	CSID_3000515919	80.17	23.9
DSM_23781	CSID_3000516074	98	84.6
DSM_23781	CSID_3000516135	89.25	38.6
DSM_23781	CSID_3000516359	79.87	23.5
DSM_23781	CSID_3000516464	91.76	46.4
DSM_23781	CSID_3000516465	79.84	23.5
DSM_23781	CSID_3000516535	79.86	23.5
DSM_23781	CSID_3000516589	91.34	44.7
DSM_23781	CSID_3000516810	98.34	86.6
DSM_23781	CSID_3000516977	79.97	23.5
DSM_23781	CSID_3000516978	97.4	79.3
DSM_23781	CSID_3000516998	91.68	46.2
DSM_23781	CSID_3000517066	97.48	79.6
DSM_23781	CSID_3000517120	91.28	46.2
DSM_23781	CSID_3015183678	98.2	85.9
DSM_23781	CSID_3015183679	97.86	83.5
DSM_23781	CSID_3015183680	97.86	83.5
DSM_23781	CSID_3015183685	91.37	44.7
DSM_23781	CSID_3015183686	97.52	83.1
DSM_23781	DSM_14571	91.64	46.3
DSM_23781	E6809	97.86	82.9
DSM_23781	EM-CHUV	91.96	47.1
DSM_23781	Endophthalmitis	97.36	78.8
DSM_23781	F3201	97.14	77.8
DSM_23781	F3543	98	84.3
DSM_23781	F8124	89.93	40.4
DSM_23781	FMS-007	97.77	82.4
DSM_23781	G0146	91.44	45
DSM_23781	G0153	91.38	44.8
DSM_23781	G4070	89.61	40.3
DSM_23781	G4071	91.87	46.8
DSM_23781	G4074	91.92	46.9
DSM_23781	G4075	91.39	44.9
DSM_23781	G4076	79.94	23.6
DSM_23781	G4120	79.85	23.5
DSM_23781	G4121	91.83	46.7
DSM_23781	G4122	89.46	38.9
DSM_23781	G4123	89.34	39
DSM_23781	JM-87	97.1	77
DSM_23781	KC1913	79.94	23.6
DSM_23781	NUH4	97.87	83.7
DSM_23781	NUH6	97.63	82.4
DSM_23781	NUHP1	97.83	83.8
DSM_23781	PW2809	98.23	85.3
DSM_23781	R26	99.92	98.6
DSM_23781	V0378064	97.42	82.6
E6809	0422	97.92	83.8
E6809	3375	98.91	91.3
E6809	502	97.42	79.9
E6809	ATCC_13253	80.02	23.6
E6809	ATCC_33958	91.31	44.9
E6809	B2D	97.37	77.9
E6809	BM10	91.11	44.7
E6809	C1558	89.36	38.6
E6809	CIP108653	91.94	46.9
E6809	CIP108654	97.79	82.6
E6809	CIP111046-9716	97.12	76.9
E6809	CIP111047-9716	91.64	46.8
E6809	CIP111048-9716	80.07	23.7
E6809	CIP111067	98.09	84.3
E6809	CIP60-58	97.89	83.9
E6809	CIP80-33	80.02	23.7
E6809	CSID_3000515919	79.97	23.6
E6809	CSID_3000516074	99.4	96
E6809	CSID_3000516135	89.25	38.6
E6809	CSID_3000516359	80.2	23.9
E6809	CSID_3000516464	91.75	46.6
E6809	CSID_3000516465	79.99	23.6
E6809	CSID_3000516535	79.93	23.5
E6809	CSID_3000516589	91.29	44.7
E6809	CSID_3000516810	98.19	85.1
E6809	CSID_3000516977	80.01	23.5
E6809	CSID_3000516978	97.2	77
E6809	CSID_3000516998	91.63	46.5
E6809	CSID_3000517066	97.16	76.7
E6809	CSID_3000517120	91.84	47
E6809	CSID_3015183678	98.02	83.9
E6809	CSID_3015183679	97.79	81.7
E6809	CSID_3015183680	97.74	81.6
E6809	CSID_3015183685	91.31	44.7
E6809	CSID_3015183686	97.71	82.3
E6809	DSM_14571	91.94	46.8
E6809	DSM_23781	97.96	82.9
E6809	EM-CHUV	91.88	47
E6809	Endophthalmitis	97.05	75.9
E6809	F3201	96.97	76.6
E6809	F3543	98.89	91.7
E6809	F8124	89.87	40.3
E6809	FMS-007	97.71	81.8
E6809	G0146	91.32	44.9
E6809	G0153	91.22	44.8
E6809	G4070	89.82	40.4
E6809	G4071	91.77	46.8
E6809	G4074	91.69	46.9
E6809	G4075	91.35	45.1
E6809	G4076	80.02	23.6
E6809	G4120	80.07	23.7
E6809	G4121	91.64	46.9
E6809	G4122	89.54	39.1
E6809	G4123	89.56	39.2
E6809	JM-87	97.12	77.5
E6809	KC1913	80.03	23.6
E6809	NUH4	97.69	82.2
E6809	NUH6	97.5	80.8
E6809	NUHP1	97.71	82.3
E6809	PW2809	97.93	83.2
E6809	R26	97.96	82.9
E6809	V0378064	97.91	82.7
EM-CHUV	0422	91.68	47.2
EM-CHUV	3375	91.43	46.3
EM-CHUV	502	91.4	46.5
EM-CHUV	ATCC_13253	79.89	23.7
EM-CHUV	ATCC_33958	92.51	50.5
EM-CHUV	B2D	91.44	45.7
EM-CHUV	BM10	92.79	52
EM-CHUV	C1558	90.88	44.5
EM-CHUV	CIP108653	95.88	68.6
EM-CHUV	CIP108654	91.69	47.1
EM-CHUV	CIP111046-9716	91.33	45.8
EM-CHUV	CIP111047-9716	96.15	72.5
EM-CHUV	CIP111048-9716	79.8	23.7
EM-CHUV	CIP111067	91.8	47.1
EM-CHUV	CIP60-58	91.68	47.2
EM-CHUV	CIP80-33	79.82	23.7
EM-CHUV	CSID_3000515919	79.82	23.7
EM-CHUV	CSID_3000516074	91.55	46.3
EM-CHUV	CSID_3000516135	90.82	44.1
EM-CHUV	CSID_3000516359	79.91	23.7
EM-CHUV	CSID_3000516464	96.38	73.9
EM-CHUV	CSID_3000516465	79.94	23.7
EM-CHUV	CSID_3000516535	79.76	23.6
EM-CHUV	CSID_3000516589	92.53	50.3
EM-CHUV	CSID_3000516810	91.86	47.2
EM-CHUV	CSID_3000516977	79.88	23.7
EM-CHUV	CSID_3000516978	91.42	45.7
EM-CHUV	CSID_3000516998	96.37	72.9
EM-CHUV	CSID_3000517066	91.47	45.9
EM-CHUV	CSID_3000517120	95.28	67.5
EM-CHUV	CSID_3015183678	91.54	46.8
EM-CHUV	CSID_3015183679	91.72	47.1
EM-CHUV	CSID_3015183680	91.49	47.2
EM-CHUV	CSID_3015183685	92.72	51.3
EM-CHUV	CSID_3015183686	91.59	47
EM-CHUV	DSM_14571	95.63	67.1
EM-CHUV	DSM_23781	91.84	47.1
EM-CHUV	E6809	91.52	47
EM-CHUV	Endophthalmitis	91.39	45.7
EM-CHUV	F3201	91.23	45.5
EM-CHUV	F3543	91.41	46.6
EM-CHUV	F8124	90.68	43.7
EM-CHUV	FMS-007	91.49	47.1
EM-CHUV	G0146	92.52	50.8
EM-CHUV	G0153	92.6	51
EM-CHUV	G4070	90.65	43.7
EM-CHUV	G4071	96.29	72.8
EM-CHUV	G4074	96.32	72.5
EM-CHUV	G4075	92.51	51
EM-CHUV	G4076	79.88	23.7
EM-CHUV	G4120	79.8	23.7
EM-CHUV	G4121	96.3	72.9
EM-CHUV	G4122	91.02	44.2
EM-CHUV	G4123	91.15	45
EM-CHUV	JM-87	91.25	45.9
EM-CHUV	KC1913	79.89	23.7
EM-CHUV	NUH4	91.42	46.4
EM-CHUV	NUH6	91.56	47
EM-CHUV	NUHP1	91.31	46.3
EM-CHUV	PW2809	91.6	46.8
EM-CHUV	R26	91.81	47
EM-CHUV	V0378064	91.69	47.1
Endophthalmitis	0422	97.17	78.2
Endophthalmitis	3375	97.22	77.7
Endophthalmitis	502	97.95	83.1
Endophthalmitis	ATCC_13253	79.82	23.6
Endophthalmitis	ATCC_33958	91.11	44
Endophthalmitis	B2D	98.85	91.3
Endophthalmitis	BM10	90.91	43.8
Endophthalmitis	C1558	89.19	38.2
Endophthalmitis	CIP108653	91.53	45.4
Endophthalmitis	CIP108654	97.14	76.9
Endophthalmitis	CIP111046-9716	98.82	91
Endophthalmitis	CIP111047-9716	91.44	45.2
Endophthalmitis	CIP111048-9716	79.81	23.6
Endophthalmitis	CIP111067	97.35	79.4
Endophthalmitis	CIP60-58	97.17	78.2
Endophthalmitis	CIP80-33	79.91	23.7
Endophthalmitis	CSID_3000515919	79.8	23.6
Endophthalmitis	CSID_3000516074	97.18	77.2
Endophthalmitis	CSID_3000516135	89.08	38.2
Endophthalmitis	CSID_3000516359	79.83	23.6
Endophthalmitis	CSID_3000516464	91.44	45.1
Endophthalmitis	CSID_3000516465	79.86	23.6
Endophthalmitis	CSID_3000516535	79.83	23.6
Endophthalmitis	CSID_3000516589	91.04	43.9
Endophthalmitis	CSID_3000516810	97.31	79.1
Endophthalmitis	CSID_3000516977	79.8	23.6
Endophthalmitis	CSID_3000516978	99.44	96.4
Endophthalmitis	CSID_3000516998	91.39	45.1
Endophthalmitis	CSID_3000517066	99.78	98.8
Endophthalmitis	CSID_3000517120	91.45	45.1
Endophthalmitis	CSID_3015183678	97.25	78.1
Endophthalmitis	CSID_3015183679	97.21	78.2
Endophthalmitis	CSID_3015183680	97.14	77.2
Endophthalmitis	CSID_3015183685	91.17	44.1
Endophthalmitis	CSID_3015183686	96.98	76.7
Endophthalmitis	DSM_14571	91.43	45.2
Endophthalmitis	DSM_23781	97.23	78.8
Endophthalmitis	E6809	96.92	75.9
Endophthalmitis	EM-CHUV	91.52	45.7
Endophthalmitis	F3201	98.75	91.1
Endophthalmitis	F3543	97.14	77.6
Endophthalmitis	F8124	89.74	40
Endophthalmitis	FMS-007	97.37	79.7
Endophthalmitis	G0146	91.13	44
Endophthalmitis	G0153	91.09	44
Endophthalmitis	G4070	89.65	39.8
Endophthalmitis	G4071	91.49	45.3
Endophthalmitis	G4074	91.5	45.3
Endophthalmitis	G4075	91.1	44
Endophthalmitis	G4076	79.81	23.6
Endophthalmitis	G4120	79.81	23.6
Endophthalmitis	G4121	91.49	45.3
Endophthalmitis	G4122	89.31	38.3
Endophthalmitis	G4123	89.14	38.3
Endophthalmitis	JM-87	98.85	91.4
Endophthalmitis	KC1913	79.82	23.6
Endophthalmitis	NUH4	97.18	77.7
Endophthalmitis	NUH6	97.03	77.6
Endophthalmitis	NUHP1	97.22	77.8
Endophthalmitis	PW2809	97.15	77.9
Endophthalmitis	R26	97.22	78.8
Endophthalmitis	V0378064	97.05	76.4
F3201	0422	97.21	78.8
F3201	3375	97.06	78.7
F3201	502	97.85	83.9
F3201	ATCC_13253	79.99	23.9
F3201	ATCC_33958	90.81	44
F3201	B2D	98.79	91.7
F3201	BM10	90.93	44.1
F3201	C1558	89.04	38.4
F3201	CIP108653	91.17	45.3
F3201	CIP108654	97.22	78.2
F3201	CIP111046-9716	98.78	92.1
F3201	CIP111047-9716	91.25	45.3
F3201	CIP111048-9716	79.77	23.5
F3201	CIP111067	97.24	79.2
F3201	CIP60-58	97.2	78.8
F3201	CIP80-33	79.77	23.6
F3201	CSID_3000515919	79.77	23.5
F3201	CSID_3000516074	96.97	78
F3201	CSID_3000516135	89.09	38.3
F3201	CSID_3000516359	79.79	23.5
F3201	CSID_3000516464	91.32	45.3
F3201	CSID_3000516465	79.78	23.5
F3201	CSID_3000516535	79.74	23.6
F3201	CSID_3000516589	90.83	44
F3201	CSID_3000516810	97.13	78.2
F3201	CSID_3000516977	79.97	23.7
F3201	CSID_3000516978	98.84	93.1
F3201	CSID_3000516998	91.19	45.2
F3201	CSID_3000517066	98.83	92.9
F3201	CSID_3000517120	90.89	44.9
F3201	CSID_3015183678	97.17	78.7
F3201	CSID_3015183679	97.37	79.6
F3201	CSID_3015183680	96.97	77.8
F3201	CSID_3015183685	90.93	44.3
F3201	CSID_3015183686	96.86	77.9
F3201	DSM_14571	91.21	45.2
F3201	DSM_23781	97.03	77.8
F3201	E6809	96.81	76.6
F3201	EM-CHUV	91.31	45.5
F3201	Endophthalmitis	98.7	91.1
F3201	F3543	97	78.3
F3201	F8124	89.78	40.3
F3201	FMS-007	97.35	80.6
F3201	G0146	90.78	43.9
F3201	G0153	90.87	44.3
F3201	G4070	89.71	40.1
F3201	G4071	91.24	45.4
F3201	G4074	91.31	45.3
F3201	G4075	90.81	44
F3201	G4076	79.99	23.9
F3201	G4120	79.78	23.5
F3201	G4121	91.22	45.3
F3201	G4122	89.12	38.4
F3201	G4123	89.08	38.4
F3201	JM-87	98.71	91.7
F3201	KC1913	80.01	23.9
F3201	NUH4	97.08	79.3
F3201	NUH6	96.82	78.6
F3201	NUHP1	97.05	79.2
F3201	PW2809	97.05	78.6
F3201	R26	97.02	77.8
F3201	V0378064	97.14	77.9
F3543	0422	98.08	86.1
F3543	3375	99.85	99.8
F3543	502	97.48	81.2
F3543	ATCC_13253	80.03	23.7
F3543	ATCC_33958	91.13	44.8
F3543	B2D	97.46	79.7
F3543	BM10	91.08	44.6
F3543	C1558	89.01	38.4
F3543	CIP108653	91.76	46.4
F3543	CIP108654	98.14	85
F3543	CIP111046-9716	97.24	78.6
F3543	CIP111047-9716	91.56	46.4
F3543	CIP111048-9716	79.95	23.6
F3543	CIP111067	98.3	86.3
F3543	CIP60-58	98.08	86
F3543	CIP80-33	80.01	23.8
F3543	CSID_3000515919	80.04	23.7
F3543	CSID_3000516074	99.09	93.4
F3543	CSID_3000516135	88.98	38.3
F3543	CSID_3000516359	79.95	23.6
F3543	CSID_3000516464	91.61	46.4
F3543	CSID_3000516465	79.96	23.6
F3543	CSID_3000516535	80.71	24.6
F3543	CSID_3000516589	91.22	44.6
F3543	CSID_3000516810	98.31	86.5
F3543	CSID_3000516977	80.06	23.7
F3543	CSID_3000516978	97.35	78.9
F3543	CSID_3000516998	91.55	46.3
F3543	CSID_3000517066	97.28	78.4
F3543	CSID_3000517120	91.6	46.5
F3543	CSID_3015183678	98.13	85.9
F3543	CSID_3015183679	98	84.4
F3543	CSID_3015183680	97.86	84.1
F3543	CSID_3015183685	91.2	44.8
F3543	CSID_3015183686	98.26	85.9
F3543	DSM_14571	91.71	46.3
F3543	DSM_23781	98.06	84.3
F3543	E6809	98.83	91.7
F3543	EM-CHUV	91.66	46.6
F3543	Endophthalmitis	97.26	77.6
